"Season","Sprite","Variant","Rarity","State","Disabled","Available"
"Runners Archive","Striker","Holofoil","Special","not-found","no","yes"
"Runners Archive","Striker","Cube","N/A","not-found","no","no"
"Runners Archive","Striker","Gem","N/A","not-found","no","no"
"Runners Archive","Striker","Quack","N/A","not-found","no","no"
"Runners Archive","Aura","Base","Epic","not-found","no","yes"
"Runners Archive","Aura","Gold","Special","not-found","no","yes"
"Runners Archive","Aura","Gummy","Special","not-found","no","yes"
"Runners Archive","Aura","Galaxy","Special","not-found","no","yes"
"Runners Archive","Aura","Holofoil","N/A","not-found","no","no"
"Runners Archive","Aura","Cube","N/A","not-found","no","no"
"Runners Archive","Aura","Gem","Special","not-found","no","yes"
"Runners Archive","Aura","Quack","N/A","not-found","no","no"
"Runners Archive","Boss","Base","Legendary","not-found","no","yes"
"Runners Archive","Boss","Gold","Special","not-found","no","yes"
"Runners Archive","Boss","Gummy","Special","not-found","no","yes"
"Runners Archive","Boss","Galaxy","Special","not-found","no","yes"
"Runners Archive","Boss","Holofoil","N/A","not-found","no","no"
"Runners Archive","Boss","Cube","Special","not-found","no","yes"
"Runners Archive","Boss","Gem","N/A","not-found","no","no"
"Runners Archive","Boss","Quack","N/A","not-found","no","no"
"Runners Archive","Grim","Base","Mythic","not-found","no","yes"
"Runners Archive","Grim","Gold","Special","not-found","no","yes"
"Runners Archive","Grim","Gummy","Special","not-found","no","yes"
"Runners Archive","Grim","Galaxy","Special","not-found","no","yes"
"Runners Archive","Grim","Holofoil","Special","not-found","no","yes"
"Runners Archive","Grim","Cube","Special","not-found","no","yes"
"Runners Archive","Grim","Gem","Special","not-found","no","yes"
"Runners Archive","Grim","Quack","N/A","not-found","no","no"
"Runners Archive","Air","Base","Rare","not-found","no","yes"
"Runners Archive","Air","Gold","Special","not-found","no","yes"
"Runners Archive","Air","Gummy","Special","not-found","no","yes"
"Runners Archive","Air","Galaxy","Special","not-found","no","yes"
"Runners Archive","Air","Holofoil","Special","not-found","no","yes"
"Runners Archive","Air","Cube","N/A","not-found","no","no"
"Runners Archive","Air","Gem","N/A","not-found","no","no"
"Runners Archive","Air","Quack","N/A","not-found","no","no"
"Runners Archive","Seven","Base","Legendary","not-found","no","yes"
"Runners Archive","Seven","Gold","Special","not-found","no","yes"
"Runners Archive","Seven","Gummy","Special","not-found","no","yes"
"Runners Archive","Seven","Galaxy","Special","not-found","no","yes"
"Runners Archive","Seven","Holofoil","Special","not-found","no","yes"
"Runners Archive","Seven","Cube","N/A","not-found","no","no"
"Runners Archive","Seven","Gem","N/A","not-found","no","no"
"Runners Archive","Seven","Quack","N/A","not-found","no","no"
"Runners Archive","Pollo","Base","Mythic","not-found","no","yes"
"Runners Archive","Pollo","Gold","N/A","not-found","no","no"
"Runners Archive","Pollo","Gummy","N/A","not-found","no","no"
"Runners Archive","Pollo","Galaxy","N/A","not-found","no","no"
"Runners Archive","Pollo","Holofoil","N/A","not-found","no","no"
"Runners Archive","Pollo","Cube","N/A","not-found","no","no"
"Runners Archive","Pollo","Gem","N/A","not-found","no","no"
"Runners Archive","Pollo","Quack","N/A","not-found","no","no"
"Runners Archive","Llama","Base","Mythic","not-found","no","yes"
"Runners Archive","Llama","Gold","Special","not-found","no","yes"
"Runners Archive","Llama","Gummy","Special","not-found","no","yes"
"Runners Archive","Llama","Galaxy","Special","not-found","no","yes"
"Runners Archive","Llama","Holofoil","N/A","not-found","no","no"
"Runners Archive","Llama","Cube","N/A","not-found","no","no"
"Runners Archive","Llama","Gem","Special","not-found","no","yes"
"Runners Archive","Llama","Quack","N/A","not-found","no","no"
"Runners Archive","Peely","Base","Mythic","not-found","no","yes"
"Runners Archive","Peely","Gold","Special","not-found","no","yes"
"Runners Archive","Peely","Gummy","Special","not-found","no","yes"
"Runners Archive","Peely","Galaxy","Special","not-found","no","yes"
"Runners Archive","Peely","Holofoil","Special","not-found","no","yes"
"Runners Archive","Peely","Cube","N/A","not-found","no","no"
"Runners Archive","Peely","Gem","N/A","not-found","no","no"
"Runners Archive","Peely","Quack","N/A","not-found","no","no"
"Runners Archive","Ironmouse","Base","Mythic","not-found","no","yes"
"Runners Archive","Ironmouse","Gold","N/A","not-found","no","no"
"Runners Archive","Ironmouse","Gummy","N/A","not-found","no","no"
"Runners Archive","Ironmouse","Galaxy","N/A","not-found","no","no"
"Runners Archive","Ironmouse","Holofoil","N/A","not-found","no","no"
"Runners Archive","Ironmouse","Cube","N/A","not-found","no","no"
"Runners Archive","Ironmouse","Gem","N/A","not-found","no","no"
"Runners Archive","Ironmouse","Quack","N/A","not-found","no","no"

